ID,monthCode,month,year,quantitySales,product_ID
ef5d4bec-70c5-4916-b825-2ce7f62378ba,7,July,2023,353,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
40437788-2a5f-4a2e-8d19-280defeeb306,4,April,2023,75,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
29840e0a-6b16-4a80-a152-a4a3d8083a8d,1,January,2022,281,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
4423b386-f4a6-4120-a669-938f1552c721,5,May,2024,280,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
f6fc63dd-3637-439b-8012-93697cf97638,12,December,2022,53,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
e44f4857-986a-43c2-a21e-1113dd7af194,11,November,2024,251,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
41e3e0f4-7a5d-419f-a962-4e91864f649c,1,January,2022,172,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
d3a7ceb7-6dbf-43c1-a895-00e2142483b9,5,May,2024,326,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
c4e6dbc7-0a65-4cdf-826a-21e5e70f8b34,8,August,2023,352,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
383213e0-e919-4c75-8591-2fa24be1b8d2,6,June,2022,209,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
88b17b36-2469-4b9f-8847-8f9e60d30e04,10,October,2023,368,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
c87e0130-f36b-4698-bd14-266ee065d55f,10,October,2024,251,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
b7b3ec42-33c3-4378-a993-19b9632ab690,6,June,2022,450,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
e1e01bb6-0310-49e8-9403-130c8826e2ab,6,June,2024,355,ff5739d7-c65e-4fbf-9eb4-083ef5d6ddc6
5a6682cb-6e73-4da3-ac74-4c8c64bb561d,3,March,2024,422,21f78051-061f-4cc4-ad32-62c58311b70d
5f52574f-b7ef-4719-9021-7b33ffa20ecd,1,January,2024,6,21f78051-061f-4cc4-ad32-62c58311b70d
5adf1c0c-7c3b-4949-a25e-5c9182186986,1,January,2023,413,21f78051-061f-4cc4-ad32-62c58311b70d
9f8d8275-3e2c-4845-812e-9d5214e324bd,5,May,2024,387,21f78051-061f-4cc4-ad32-62c58311b70d
e3f36e79-85c8-4478-9ca7-9c6ae070b07b,4,April,2023,100,21f78051-061f-4cc4-ad32-62c58311b70d
0e6e7761-6c6c-4f94-9cfc-988e71feb861,6,June,2022,192,21f78051-061f-4cc4-ad32-62c58311b70d
cfa9972b-58b5-482f-98ef-fd90fd5d64f8,12,December,2024,427,21f78051-061f-4cc4-ad32-62c58311b70d
8f6e8dcc-b6de-42bd-b14b-de023567c652,5,May,2023,95,21f78051-061f-4cc4-ad32-62c58311b70d
6c8f235d-5738-4ad1-a308-4696571f6a99,7,July,2023,397,21f78051-061f-4cc4-ad32-62c58311b70d
b5f34618-e82f-4311-8090-85f1f3bb4e35,8,August,2024,353,21f78051-061f-4cc4-ad32-62c58311b70d
d80de437-5e21-43d5-9f4c-9b5067cd0803,3,March,2024,237,21f78051-061f-4cc4-ad32-62c58311b70d
4e4e98db-ab86-4811-8b8e-c4006b9361cc,2,February,2022,392,21f78051-061f-4cc4-ad32-62c58311b70d
4e93fab9-5fcb-404f-85cd-9bf73835f2c4,1,January,2023,427,21f78051-061f-4cc4-ad32-62c58311b70d
459f3fa5-fec0-46e9-ae33-58cfd3681f47,5,May,2022,145,21f78051-061f-4cc4-ad32-62c58311b70d
e3201f4a-fef0-4798-b671-933e7e478db5,6,June,2023,433,21f78051-061f-4cc4-ad32-62c58311b70d
5ca2b9ca-d547-48c5-b734-b70416b5643a,12,December,2023,75,21f78051-061f-4cc4-ad32-62c58311b70d
af3fc396-0cba-4728-a8de-7fd35b6e23e2,5,May,2023,251,21f78051-061f-4cc4-ad32-62c58311b70d
185d7d96-54c4-434b-83df-724cf0a61202,6,June,2024,201,21f78051-061f-4cc4-ad32-62c58311b70d
0be65cbf-d96b-4800-8809-435393158536,3,March,2024,405,21f78051-061f-4cc4-ad32-62c58311b70d
899bb2cc-c8dd-4c76-a48b-54f403263e10,9,September,2023,437,21f78051-061f-4cc4-ad32-62c58311b70d
604db63c-b042-4a37-a63d-48849955dbd0,6,June,2023,66,21f78051-061f-4cc4-ad32-62c58311b70d
b4145da1-b4d3-4135-a7dc-f5b5ae41598d,4,April,2022,410,21f78051-061f-4cc4-ad32-62c58311b70d
d4001bd9-8dc7-4f27-855f-8ec151a57cf8,3,March,2023,182,21f78051-061f-4cc4-ad32-62c58311b70d
d1f2dbd6-93d5-429b-8e82-6e937d7b23fe,6,June,2023,255,21f78051-061f-4cc4-ad32-62c58311b70d
5d43db0f-f663-4137-acb3-fc0404531f1c,8,August,2023,339,21f78051-061f-4cc4-ad32-62c58311b70d
490449dc-b142-40d2-8b74-d267e439ee79,5,May,2024,500,21f78051-061f-4cc4-ad32-62c58311b70d
60bd42d6-124e-4aff-b104-70e11e283df7,8,August,2024,385,21f78051-061f-4cc4-ad32-62c58311b70d
633b3cdb-e5ed-4c18-b2bc-d5f28e858c78,9,September,2022,112,21f78051-061f-4cc4-ad32-62c58311b70d
3b8cb451-ae4e-4bf5-b7c6-239529ee338e,6,June,2023,63,21f78051-061f-4cc4-ad32-62c58311b70d
323bac96-c9f3-44b4-ae80-491e3a5a01c5,12,December,2022,113,21f78051-061f-4cc4-ad32-62c58311b70d
6cec9a21-c4a2-426a-80cb-fbe19b2a39ad,3,March,2023,488,21f78051-061f-4cc4-ad32-62c58311b70d
c646bdfc-2f3f-4f41-a2a9-bd5718a2d17e,9,September,2024,69,21f78051-061f-4cc4-ad32-62c58311b70d
707bcb52-00a9-4299-9d57-644c1fbaa5be,4,April,2022,442,21f78051-061f-4cc4-ad32-62c58311b70d
545f6077-9061-4fec-af6d-25369e25c5fd,5,May,2024,163,21f78051-061f-4cc4-ad32-62c58311b70d
6d92177c-7ddb-434b-8be9-1a636bd8c25d,1,January,2024,406,21f78051-061f-4cc4-ad32-62c58311b70d
0cc312fe-e177-43e4-8685-5a1adf5594e0,11,November,2024,51,21f78051-061f-4cc4-ad32-62c58311b70d
f9cb5648-3149-42d1-b53f-0f67c848f3d6,6,June,2022,228,21f78051-061f-4cc4-ad32-62c58311b70d
26e71851-a03e-45b9-ab17-4b626e1b59c2,6,June,2024,457,21f78051-061f-4cc4-ad32-62c58311b70d
16fd66dd-4ede-41de-83f6-5d08ce59fa91,5,May,2022,39,21f78051-061f-4cc4-ad32-62c58311b70d
91da8b2b-a52c-42f8-beb3-0dd72fa4bed0,4,April,2024,241,21f78051-061f-4cc4-ad32-62c58311b70d
020e2f74-86ac-4c41-92e3-6158c3808586,6,June,2024,77,21f78051-061f-4cc4-ad32-62c58311b70d
a8b0ffe7-af26-4c3e-9ddd-129c52cf89ef,3,March,2024,115,21f78051-061f-4cc4-ad32-62c58311b70d
2b8e064f-6d75-4365-b405-acd3aa6afdca,2,February,2022,176,21f78051-061f-4cc4-ad32-62c58311b70d
42213c9b-43ce-4394-82a8-8669c24417a4,1,January,2023,321,21f78051-061f-4cc4-ad32-62c58311b70d
c4fbd4f0-5781-4a80-b2f4-47ec1a377a0c,11,November,2022,335,21f78051-061f-4cc4-ad32-62c58311b70d
009d9e06-898c-412f-981a-51d21fdbfa2b,12,December,2024,440,21f78051-061f-4cc4-ad32-62c58311b70d
470951f1-fff0-4e28-b98a-b94223fe62ae,6,June,2023,341,21f78051-061f-4cc4-ad32-62c58311b70d
e8994545-c704-438a-9da0-1160e3a9b580,1,January,2024,429,21f78051-061f-4cc4-ad32-62c58311b70d
dcf1d978-32e1-45fa-b5b5-7ffc1f7c8655,7,July,2023,457,21f78051-061f-4cc4-ad32-62c58311b70d
98911f38-dea2-47b2-9297-3b9e70a8101b,8,August,2023,150,21f78051-061f-4cc4-ad32-62c58311b70d
8bc20521-b84b-470d-97f0-efd963ea3837,11,November,2024,387,21f78051-061f-4cc4-ad32-62c58311b70d
fdde569d-8e9b-4447-a605-24a413458a69,3,March,2023,325,21f78051-061f-4cc4-ad32-62c58311b70d
fb6b3d58-7cd8-48d9-86f1-5f8298a65000,11,November,2022,33,21f78051-061f-4cc4-ad32-62c58311b70d
50c9d3ec-b9dd-4433-8048-c285b6dee9fb,9,September,2023,486,21f78051-061f-4cc4-ad32-62c58311b70d
84c5a485-4e48-4955-919a-3fa7749dffc7,1,January,2023,443,21f78051-061f-4cc4-ad32-62c58311b70d
8d29804f-2a64-4457-9130-6d8289ac1db7,7,July,2022,271,21f78051-061f-4cc4-ad32-62c58311b70d
1ec6e49e-04ac-4819-bd0d-ad0b38b53401,2,February,2023,288,21f78051-061f-4cc4-ad32-62c58311b70d
53b31d4f-4758-4ec3-a705-56cda560e756,7,July,2024,165,21f78051-061f-4cc4-ad32-62c58311b70d
29490d93-489a-4d82-828f-77bb4bba2e85,12,December,2022,340,21f78051-061f-4cc4-ad32-62c58311b70d
6b44e381-8705-4fb3-8385-c62263301794,12,December,2022,259,21f78051-061f-4cc4-ad32-62c58311b70d
b5960515-9afd-4f4c-8ae7-7e9fa9d8c7ba,9,September,2023,166,21f78051-061f-4cc4-ad32-62c58311b70d
e8da40f3-75ac-4b4f-8168-f85079cd7663,5,May,2024,412,21f78051-061f-4cc4-ad32-62c58311b70d
5915f439-772d-4c86-99be-47ad58bd73db,9,September,2024,344,21f78051-061f-4cc4-ad32-62c58311b70d
9af7a74d-b381-4906-8268-fbb026e8eff9,5,May,2023,278,21f78051-061f-4cc4-ad32-62c58311b70d
bf3df7db-3502-4039-baa2-a76ccccd9123,2,February,2023,151,21f78051-061f-4cc4-ad32-62c58311b70d
497ffb0d-7bb3-4400-a63f-563fe49064d2,8,August,2024,186,21f78051-061f-4cc4-ad32-62c58311b70d
3f3112eb-a1e1-4cca-98e7-d44a311862dc,10,October,2022,132,21f78051-061f-4cc4-ad32-62c58311b70d
203d9f10-7da4-431b-b320-002b82b6616d,3,March,2022,420,21f78051-061f-4cc4-ad32-62c58311b70d
232f6a5d-8e58-43e5-91b9-2d56c0cbbdd7,7,July,2022,285,21f78051-061f-4cc4-ad32-62c58311b70d
eb18f246-5ebb-4e29-9f59-b8308d3bc9f9,7,July,2024,415,21f78051-061f-4cc4-ad32-62c58311b70d
52c87f01-1bf3-4565-aed2-ae2cbfaa1829,4,April,2022,419,21f78051-061f-4cc4-ad32-62c58311b70d
d4a962e9-d9d5-499e-9ec9-35330d68056b,3,March,2024,339,21f78051-061f-4cc4-ad32-62c58311b70d
076f5e7e-d89d-478f-839c-27522cdce32b,5,May,2023,158,21f78051-061f-4cc4-ad32-62c58311b70d
75c0f664-fc4b-47c7-9268-d214ddbec71a,8,August,2023,58,21f78051-061f-4cc4-ad32-62c58311b70d
70080dc9-ea82-43fc-b921-c9b3940c52b2,10,October,2024,52,21f78051-061f-4cc4-ad32-62c58311b70d
d326393a-0404-4ac7-9952-3215405eb049,10,October,2023,1,21f78051-061f-4cc4-ad32-62c58311b70d
49640ee5-3e24-466e-93c3-31084be05a74,9,September,2022,52,21f78051-061f-4cc4-ad32-62c58311b70d
489ebcbb-c7a0-416c-b785-2d8a37be6e7a,4,April,2024,164,21f78051-061f-4cc4-ad32-62c58311b70d
7ffc07f1-d62f-4957-b322-e30d8b47b54b,9,September,2022,202,21f78051-061f-4cc4-ad32-62c58311b70d
02bfbd42-3a37-4066-b5a3-8da39daa1948,12,December,2024,71,21f78051-061f-4cc4-ad32-62c58311b70d
818e5439-5716-48a0-b958-2301a90edf33,4,April,2022,386,21f78051-061f-4cc4-ad32-62c58311b70d
387a49f1-1309-4852-81c3-9e7e0d5bc262,8,August,2022,272,21f78051-061f-4cc4-ad32-62c58311b70d
738f2a87-791f-4217-8711-322c8f6d3f5c,4,April,2022,72,21f78051-061f-4cc4-ad32-62c58311b70d
49e81f91-376a-49ab-92d6-1f7496aca2fc,11,November,2022,32,21f78051-061f-4cc4-ad32-62c58311b70d
c89f53ac-31bb-4558-b5ce-d4976ec2f108,3,March,2023,55,21f78051-061f-4cc4-ad32-62c58311b70d
ad6fe623-cb15-41eb-a1af-0b9503c6a26e,7,July,2024,429,21f78051-061f-4cc4-ad32-62c58311b70d
009221da-57d5-4c61-a3e3-4885908db589,1,January,2024,145,21f78051-061f-4cc4-ad32-62c58311b70d
f2288a1a-13cf-432b-89c5-960ebcffd8ea,6,June,2024,172,21f78051-061f-4cc4-ad32-62c58311b70d
2d8da461-ec67-44f3-b58a-01be129f1ab3,12,December,2023,271,21f78051-061f-4cc4-ad32-62c58311b70d
2f4ef4d9-62b9-4180-92fe-e718fd1fc97d,8,August,2022,243,21f78051-061f-4cc4-ad32-62c58311b70d
e6091064-0482-41aa-9a67-ea8554855306,1,January,2023,375,21f78051-061f-4cc4-ad32-62c58311b70d
3ecdda02-5eb2-4162-aea3-f3008ac95033,12,December,2022,500,21f78051-061f-4cc4-ad32-62c58311b70d
9c909860-7437-4eb7-a2a7-8a640ec53b36,8,August,2022,293,21f78051-061f-4cc4-ad32-62c58311b70d
274ea287-1b5a-42db-9732-c51bb396d46a,2,February,2023,73,21f78051-061f-4cc4-ad32-62c58311b70d
e6175d3d-3a06-4440-a526-55e695445a6d,7,July,2024,308,21f78051-061f-4cc4-ad32-62c58311b70d
c0336a10-fe5f-4f6f-8c8f-7d10ab4fe387,1,January,2022,158,21f78051-061f-4cc4-ad32-62c58311b70d
55b77a75-18c5-4134-9b64-9e7f153285f1,11,November,2023,16,21f78051-061f-4cc4-ad32-62c58311b70d
59cae224-10d3-4e2e-a1a0-57bdcf80bee4,10,October,2023,377,21f78051-061f-4cc4-ad32-62c58311b70d
f13811e7-fbcf-40f3-a93f-2beaff6e6518,10,October,2022,484,21f78051-061f-4cc4-ad32-62c58311b70d
44044263-bf69-474f-a926-ac8bb2fa7111,4,April,2023,306,21f78051-061f-4cc4-ad32-62c58311b70d
77917713-5596-4e07-ad38-1086b2119d03,4,April,2024,382,21f78051-061f-4cc4-ad32-62c58311b70d
0b3470c0-a3ba-40d3-bfee-2514177df3af,8,August,2022,399,21f78051-061f-4cc4-ad32-62c58311b70d
dced2cf8-4886-48af-bc52-c3a412b8c71c,7,July,2023,383,21f78051-061f-4cc4-ad32-62c58311b70d
70aeea61-c889-4497-8b48-f4180280747a,4,April,2022,24,21f78051-061f-4cc4-ad32-62c58311b70d
5810a2a3-5c8d-458a-8871-9403af25a36a,3,March,2022,242,21f78051-061f-4cc4-ad32-62c58311b70d
64785ca0-bea9-4413-8d93-bbda06be9160,6,June,2022,321,21f78051-061f-4cc4-ad32-62c58311b70d
011d5108-ac39-444a-93a4-f286a256fcac,6,June,2022,191,21f78051-061f-4cc4-ad32-62c58311b70d
1f36c350-bcd6-40b4-83c3-e98347955863,9,September,2022,263,21f78051-061f-4cc4-ad32-62c58311b70d
39ec659d-856d-45ca-a452-69150d30c6d9,3,March,2022,404,21f78051-061f-4cc4-ad32-62c58311b70d
6b7bd2c9-ecdb-43c9-a255-49c108f5050d,8,August,2023,437,21f78051-061f-4cc4-ad32-62c58311b70d
99e909d0-8148-458c-966f-75fc57729c2d,8,August,2023,71,21f78051-061f-4cc4-ad32-62c58311b70d
739a460c-41b0-48d4-ba8f-1d55fb1ff041,7,July,2023,403,21f78051-061f-4cc4-ad32-62c58311b70d
5a6d79ec-d0ee-4c59-84fb-ed3e7dab4a89,6,June,2024,434,21f78051-061f-4cc4-ad32-62c58311b70d
c88cbf2a-d421-4e5e-8722-b66f5dd859f7,6,June,2024,359,21f78051-061f-4cc4-ad32-62c58311b70d
19f8fbf0-1058-4b21-b58a-7e98a58d3884,10,October,2024,397,21f78051-061f-4cc4-ad32-62c58311b70d
f189df5d-a7ff-4fcc-be21-0141e8888465,8,August,2022,471,21f78051-061f-4cc4-ad32-62c58311b70d
771faf20-e859-4f72-bf68-574b4d563b10,7,July,2024,38,21f78051-061f-4cc4-ad32-62c58311b70d
0d80b5ed-7f94-4719-9f6c-013da77ec8c4,11,November,2023,463,21f78051-061f-4cc4-ad32-62c58311b70d
1aec4bec-0446-483d-bcec-029658fb016a,5,May,2022,390,21f78051-061f-4cc4-ad32-62c58311b70d
9de1f22d-1a05-4d1d-a02f-2c3095be33b6,6,June,2023,399,21f78051-061f-4cc4-ad32-62c58311b70d
47a80e5f-8f37-4b8b-ab58-7d1d308d3acf,5,May,2022,214,21f78051-061f-4cc4-ad32-62c58311b70d
de2764e5-7732-4fa3-85a6-3e2ad893f742,11,November,2023,215,21f78051-061f-4cc4-ad32-62c58311b70d
7a8c853f-0dd1-4a38-82a0-ac48fc7d10b3,2,February,2023,426,21f78051-061f-4cc4-ad32-62c58311b70d
2acab59a-4055-486c-8514-f77aa8b3d7fb,4,April,2022,118,21f78051-061f-4cc4-ad32-62c58311b70d
b13423c7-bf8d-4185-bb58-b77a2ee689bd,7,July,2023,79,21f78051-061f-4cc4-ad32-62c58311b70d
9ad4a3cb-1549-4d9b-b751-a3f65860b25b,3,March,2024,250,21f78051-061f-4cc4-ad32-62c58311b70d
8601f601-c867-4cf9-907b-4d364f06ea05,10,October,2024,433,21f78051-061f-4cc4-ad32-62c58311b70d
b85d221f-c5f9-4e4d-8c53-e8ea00e15e10,9,September,2024,329,21f78051-061f-4cc4-ad32-62c58311b70d
ef0e651a-56e0-496b-9f73-08d3420c52b8,8,August,2022,74,21f78051-061f-4cc4-ad32-62c58311b70d
cb884219-c1cc-423d-9f19-7aa46e114a93,6,June,2022,164,21f78051-061f-4cc4-ad32-62c58311b70d
f68d1fc1-3e52-4da2-822d-3c575dd5cd62,8,August,2023,234,21f78051-061f-4cc4-ad32-62c58311b70d
cf4fb9bd-e89e-4b32-a226-9bd631e2cbd3,3,March,2024,256,21f78051-061f-4cc4-ad32-62c58311b70d
202c5ef2-8cca-4fd1-beee-02d211f9ad2b,12,December,2022,16,21f78051-061f-4cc4-ad32-62c58311b70d
5ec5a1f5-78f5-410c-a823-e74e90a1393a,9,September,2023,472,21f78051-061f-4cc4-ad32-62c58311b70d
fcd666f5-60f6-48b0-a6a7-b3d8281654ca,5,May,2024,98,21f78051-061f-4cc4-ad32-62c58311b70d
ab5be72d-22fb-4cdf-9293-a239daa52014,7,July,2022,158,21f78051-061f-4cc4-ad32-62c58311b70d
609aa224-eb50-47a9-ad53-852d17be3739,11,November,2022,266,21f78051-061f-4cc4-ad32-62c58311b70d
11d2a20a-0866-4fb7-a859-299ca296984e,9,September,2022,202,21f78051-061f-4cc4-ad32-62c58311b70d
45914ded-bfe2-479b-b16e-3eb48e35d360,8,August,2022,463,21f78051-061f-4cc4-ad32-62c58311b70d
ef5b10b0-5376-4341-a9a3-ae980e467bad,9,September,2022,290,21f78051-061f-4cc4-ad32-62c58311b70d
7ec8afdb-1c8f-4c11-bc5d-0575619517dc,2,February,2023,75,21f78051-061f-4cc4-ad32-62c58311b70d
74507ffe-12f3-464f-be3c-40fb642987d7,4,April,2022,416,21f78051-061f-4cc4-ad32-62c58311b70d
50915f90-a71b-491e-9ffa-faff232368bd,8,August,2024,168,21f78051-061f-4cc4-ad32-62c58311b70d
7e0dd3cc-9c34-4c1d-af2f-3d0ed5b7a751,11,November,2023,214,21f78051-061f-4cc4-ad32-62c58311b70d
652c260a-d066-4fe1-8bbf-ba19f15b6e20,2,February,2024,126,21f78051-061f-4cc4-ad32-62c58311b70d
aac48759-878a-4409-9219-920b00cbf592,3,March,2022,138,21f78051-061f-4cc4-ad32-62c58311b70d
cd22d221-a2fa-4d3b-bd13-7c55d8a90cc6,10,October,2023,299,21f78051-061f-4cc4-ad32-62c58311b70d
55456ff1-18ce-41d0-9b41-a3acead6ce35,1,January,2024,168,21f78051-061f-4cc4-ad32-62c58311b70d
c77ec110-456e-48a6-985d-86e2b3fe79af,3,March,2024,76,21f78051-061f-4cc4-ad32-62c58311b70d
bf324106-60a7-4d0e-9a40-30ce717ab6e4,2,February,2022,246,21f78051-061f-4cc4-ad32-62c58311b70d
48f90c9c-29b2-4e98-996f-38017c8f0806,5,May,2023,185,21f78051-061f-4cc4-ad32-62c58311b70d
6903f985-53b8-4242-8fa7-2e8d61448f8a,6,June,2023,356,21f78051-061f-4cc4-ad32-62c58311b70d
d609dd63-0207-4ca7-bef5-eb90587e82c4,12,December,2024,65,21f78051-061f-4cc4-ad32-62c58311b70d
667b37e8-b3f8-4ed3-9c46-a2d85f6885ba,8,August,2022,20,21f78051-061f-4cc4-ad32-62c58311b70d
3a22c344-05df-486b-aa69-a9d159800f98,10,October,2023,456,21f78051-061f-4cc4-ad32-62c58311b70d
5962fb26-2fb6-4713-88c0-5e1d754d1ddf,11,November,2024,179,6c0eb077-f6d4-4b58-8370-9430cfc32ade
bae435fd-be87-4f47-a499-66ae60ef86c5,2,February,2024,60,6c0eb077-f6d4-4b58-8370-9430cfc32ade
48ba228c-51e2-4a56-bdd2-d574dce745d4,2,February,2022,195,6c0eb077-f6d4-4b58-8370-9430cfc32ade
532aae46-0385-4489-90f8-1e005c988f6d,11,November,2022,331,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ce4264b0-d7bf-449d-b4f4-c8a34d046d9c,2,February,2022,500,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7ae23a51-bf11-478f-97e4-181cd697954f,7,July,2024,221,6c0eb077-f6d4-4b58-8370-9430cfc32ade
267c83b0-e118-4774-ac7d-860f2c21c21a,6,June,2022,211,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7d82f789-884f-43cf-a34d-42adcd985362,4,April,2023,128,6c0eb077-f6d4-4b58-8370-9430cfc32ade
d4c0ffe7-d9e1-4986-8553-69c28fc5fafe,4,April,2022,147,6c0eb077-f6d4-4b58-8370-9430cfc32ade
769b0a6f-3bd1-4b9d-a8d6-fc5580e63e7c,9,September,2023,212,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2026fdee-9b4f-4fde-8446-9ef5af78d70b,8,August,2024,438,6c0eb077-f6d4-4b58-8370-9430cfc32ade
d27e1b09-e866-442d-8159-02e8eb298cf2,9,September,2023,105,6c0eb077-f6d4-4b58-8370-9430cfc32ade
846ed15d-d6fa-4331-8c99-912809281d96,3,March,2024,407,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f633ec6e-1275-4b37-8be1-2596eed0a4b6,6,June,2024,474,6c0eb077-f6d4-4b58-8370-9430cfc32ade
99f7ec7e-3f95-4dc0-a11f-ff8b8f78bc5b,12,December,2023,153,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6af4d255-44c0-44b1-bef2-d871d97ea5e0,9,September,2022,319,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7456e922-3306-4122-89e4-eca473d31a60,10,October,2022,177,6c0eb077-f6d4-4b58-8370-9430cfc32ade
09c22c1c-b405-46a3-bedb-3e069a686d09,11,November,2022,237,6c0eb077-f6d4-4b58-8370-9430cfc32ade
511de1d8-157c-4bed-b5e2-436b12d9e848,6,June,2023,397,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a8acc245-9731-47b8-a425-9d41ddac280d,10,October,2023,479,6c0eb077-f6d4-4b58-8370-9430cfc32ade
0af0638d-b173-4b39-835d-9b5b62d4c911,2,February,2024,13,6c0eb077-f6d4-4b58-8370-9430cfc32ade
58b4fc39-b845-4981-9e51-2ebdd6732948,8,August,2024,67,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fe5733a7-27a8-4d11-8c5d-80e830f83d92,3,March,2024,497,6c0eb077-f6d4-4b58-8370-9430cfc32ade
9c8c9c71-defa-461b-bf2b-a2d1093316a3,6,June,2022,382,6c0eb077-f6d4-4b58-8370-9430cfc32ade
