ID,stockNumber,department_ID,min,max,target,quantity,baseUnit,product_ID
19f1d94a-b7b1-4cae-8ed8-af4934db100d,10000000014,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,79,4010.16,EA,21f78051-061f-4cc4-ad32-62c58311b70d
70b7e1f6-e69a-4bb8-9dc0-01dd8304dd08,10000000015,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,118,3758.12,EA,21f78051-061f-4cc4-ad32-62c58311b70d
670d7aab-ef8a-4e6f-8681-75895e738e0c,10000000016,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,314,358.57,EA,21f78051-061f-4cc4-ad32-62c58311b70d
e22ea740-96ef-406b-8698-d2008f26763d,10000000017,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,197,1188.06,EA,21f78051-061f-4cc4-ad32-62c58311b70d
3e04f996-e858-4ee3-bee5-ebdf9f89d97e,10000000018,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,134,2834.81,EA,21f78051-061f-4cc4-ad32-62c58311b70d
8a63f9a8-6e13-4e6f-8374-0046ba29a39b,10000000019,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,278,417.63,EA,21f78051-061f-4cc4-ad32-62c58311b70d
71d1e439-c985-4f21-bc81-61845469b7a0,10000000020,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,172,2924.61,EA,21f78051-061f-4cc4-ad32-62c58311b70d
da6d641d-b980-4a0c-bd0c-0624516a13a4,10000000021,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,184,4724.04,EA,21f78051-061f-4cc4-ad32-62c58311b70d
0bd2d7ea-fefc-40e1-ba31-0089bbdcc15d,10000000022,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,29,1621.82,EA,21f78051-061f-4cc4-ad32-62c58311b70d
50917605-4804-46c3-8d50-d1c6697176bb,10000000023,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,338,2465.76,EA,21f78051-061f-4cc4-ad32-62c58311b70d
5f640f06-5f39-49a1-a363-d9450ac0535b,10000000024,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,467,3488.94,EA,21f78051-061f-4cc4-ad32-62c58311b70d
068a6060-ef95-4904-9b11-102d1802deb2,10000000025,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,279,4718.53,EA,21f78051-061f-4cc4-ad32-62c58311b70d
36399d78-0dee-4e4d-8c62-9d192de194a5,10000000026,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,370,70.42,EA,21f78051-061f-4cc4-ad32-62c58311b70d
f32d921b-9953-49a4-af5e-388b073600c2,10000000027,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,20,46.12,EA,21f78051-061f-4cc4-ad32-62c58311b70d
b892e596-e7d7-472b-b476-ba50d878e8d2,10000000028,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,65,252.44,EA,21f78051-061f-4cc4-ad32-62c58311b70d
e9cf5bc4-d047-4519-ba54-dd7f29b30b61,10000000029,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,196,4033.08,EA,21f78051-061f-4cc4-ad32-62c58311b70d
5d9211fc-5d26-4f8e-a055-3184b6baf7cf,10000000030,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,240,656.34,EA,21f78051-061f-4cc4-ad32-62c58311b70d
810cdb26-7f0c-4704-9d3c-f3fda028cfff,10000000031,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,257,3610.38,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e3f576d7-0bcb-4272-8a9c-8c68182932ad,10000000032,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,257,4362.02,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fe7695c3-6376-47e6-baa7-e6d45c7f3fbe,10000000033,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,39,4792.34,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
90a27758-5ec1-4379-b1ec-26afcee866bb,10000000034,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,416,4557.78,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
3245e8b7-919f-4ea4-8e4c-339a777ec831,10000000035,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,421,247.19,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ad7f4d7f-8795-43a4-adbc-f5457036b9c0,10000000036,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,464,3350.16,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
398c9819-325c-4324-8717-47f77a42b447,10000000037,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,273,4438.95,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1b4bc9df-a8b4-4edb-b88a-df38cf9330fd,10000000038,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,264,3455.29,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
99d6760b-5553-4cb9-b2db-c8ff7736c1f5,10000000039,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,4,1196.72,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
55ea4a07-9f76-47a4-a0d2-efd23e0b97b3,10000000040,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,48,292.18,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
4ca1cd31-2cf7-4bad-b422-b65e27f53c3c,10000000041,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,27,2875.02,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
5320c72a-de18-45ba-9075-a6574286f010,10000000042,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,359,302.23,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2dc54218-e186-4e95-9af0-bb48e6e06001,10000000043,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,186,1671.36,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ddcd6ff6-2a65-4a4e-a8bb-617ebb69b227,10000000044,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,271,3571.18,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
79d2d930-c6fc-4ab5-82bf-e9cd5c8705dc,10000000045,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,269,2242.47,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
bdff0435-35b7-4995-b0a1-396f11624bef,10000000046,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,456,1550.41,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
c9c8dc4f-3513-4759-b9e3-0518c8e8c0da,10000000047,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,142,573.06,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
219531ab-fc6b-406c-a60c-a9c2897e3f9a,10000000048,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,65,4907.01,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
75db1a23-9a09-4483-8f72-3cbc8d4f5188,10000000049,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,108,4074.88,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e7fcaa64-3b0b-499e-9608-ca6b3b444b9e,10000000050,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,385,1349.26,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
9254c54e-ade1-46d9-964b-e493175196ce,10000000051,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,356,2465.57,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
da8a70ce-b565-49b3-b332-cc641a2cef72,10000000052,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,47,4521.06,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1d6ed743-6afa-41b7-87e6-0c766b3b555e,10000000053,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,151,2063.02,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
33e09d97-be55-4ab1-9280-f7dd474bfb7e,10000000054,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,366,2374.31,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a74fe83f-3ca2-4f46-a1a4-0d00b27fbeba,10000000055,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,8,79.34,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
c26f844a-ed80-436d-bec6-091f5e5b9d91,10000000056,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,183,158.72,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
57a76c2b-9811-442a-96ea-3a6ff6b1f7fc,10000000057,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,329,4894.85,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
89ec5ac5-8540-4bf5-a575-4a5888b64560,10000000058,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,230,3035.04,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
04b6ef15-a91f-43e1-b0ec-8a72728f178f,10000000059,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,116,1799.06,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
67593644-63a2-4aad-bf7f-dd5613854ec9,10000000060,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,345,105.84,EA,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ac62513d-de07-4d72-8f32-a7ba3bc71018,10000000061,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,114,3668.98,EA,17099629-5434-4676-b81d-c448ce221b73
8e44e5b1-d262-4ad2-8c15-5e2e939d3431,10000000062,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,167,3500.67,EA,17099629-5434-4676-b81d-c448ce221b73
cbbb2d47-02be-4047-8aff-59a4e83c4fb7,10000000063,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,64,3394.27,EA,17099629-5434-4676-b81d-c448ce221b73
b6f4167b-868c-433d-a88d-c21da42e0bbc,10000000064,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,438,943.16,EA,17099629-5434-4676-b81d-c448ce221b73
c4c3975d-8d06-4dbe-87fb-248c1044a8ea,10000000065,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,434,2133.07,EA,17099629-5434-4676-b81d-c448ce221b73
abff6281-8e23-4109-93c6-5e2c464d0976,10000000066,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,414,2128.11,EA,17099629-5434-4676-b81d-c448ce221b73
1ddcc0b2-7f24-4320-a8fc-96a50b44b066,10000000067,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,121,4862.86,EA,17099629-5434-4676-b81d-c448ce221b73
41d458d1-1bc8-4c83-bd56-14e36bb5bd37,10000000068,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,218,3143.08,EA,17099629-5434-4676-b81d-c448ce221b73
a9b91441-9376-4c25-adf9-3041fd1ecc8e,10000000069,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,142,376.64,EA,17099629-5434-4676-b81d-c448ce221b73
b0bab539-e644-4bdb-b640-cbbef9a14d0f,10000000070,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,206,4252.78,EA,17099629-5434-4676-b81d-c448ce221b73
a29e48c9-ab58-42ea-be48-a3f548d1b1e2,10000000071,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,18,2123.58,EA,17099629-5434-4676-b81d-c448ce221b73
77495b2a-207d-441e-a5df-d12deeb18421,10000000072,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,488,2341.66,EA,17099629-5434-4676-b81d-c448ce221b73
2c286e38-efce-4532-aff5-3f2df1f626eb,10000000073,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,68,3220.72,EA,17099629-5434-4676-b81d-c448ce221b73
7efa6563-c6a8-4ae0-ae62-e6217a1cf57a,10000000074,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,69,2580.41,EA,17099629-5434-4676-b81d-c448ce221b73
565605d8-e0ff-4749-92fb-266415ce55df,10000000075,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,334,3790.21,EA,17099629-5434-4676-b81d-c448ce221b73
e58f8811-03d3-481b-b749-fb2c7554acc7,10000000076,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,454,3762.14,EA,17099629-5434-4676-b81d-c448ce221b73
bcc8a8e5-6919-4750-95ad-5d09264406e1,10000000077,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,86,91.52,EA,17099629-5434-4676-b81d-c448ce221b73
a5c69be9-19e9-495c-8755-fc9338397c72,10000000078,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,161,1626.81,EA,17099629-5434-4676-b81d-c448ce221b73
db6eefb8-33b8-4e9a-b13c-adeff131853d,10000000079,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,385,3286.35,EA,17099629-5434-4676-b81d-c448ce221b73
d85ec8c5-a0cd-4686-8393-42ecbe4db784,10000000080,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,458,401.04,EA,17099629-5434-4676-b81d-c448ce221b73
cc76f7fe-d340-420e-a505-7c856118c1fd,10000000081,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,79,3114.84,EA,17099629-5434-4676-b81d-c448ce221b73
f148e396-ff55-434a-af90-1ed8ba0ee2a3,10000000082,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,430,4766.39,EA,17099629-5434-4676-b81d-c448ce221b73
6a20e56c-1821-46b0-9ef9-55dcaa3e0aaf,10000000083,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,358,260.86,EA,17099629-5434-4676-b81d-c448ce221b73
332f4018-a58f-4ff2-92fb-58b21b1ec440,10000000084,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,351,1851.31,EA,17099629-5434-4676-b81d-c448ce221b73
61c3ed09-82e3-438d-a5b4-88443d14f378,10000000085,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,265,3818.54,EA,17099629-5434-4676-b81d-c448ce221b73
5df0e02f-b3a3-4d2b-a6c7-7db8a1449d11,10000000086,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,482,4307.74,EA,17099629-5434-4676-b81d-c448ce221b73
37864f05-cd3d-4477-a9a2-19f862456fff,10000000087,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,379,4438.46,EA,17099629-5434-4676-b81d-c448ce221b73
f5d7fc4a-bd7b-4581-a227-75ce26fb0c98,10000000088,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,407,1264.73,EA,17099629-5434-4676-b81d-c448ce221b73
41b63e59-b572-4e01-98d8-58bc2e474942,10000000089,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,194,3528.25,EA,17099629-5434-4676-b81d-c448ce221b73
cbf9c028-5dfe-4d9e-9702-3dd2ad8dd47a,10000000090,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,206,4802.04,EA,17099629-5434-4676-b81d-c448ce221b73
30d8ea24-f699-4d61-b83e-5983559e9350,10000000091,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,255,4625.67,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
a0df0afe-caab-45a5-a5aa-6edbaecd194f,10000000092,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,241,3775.42,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
88ad4890-a5f9-4300-864f-f0cad4ba1ce5,10000000093,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,439,4623.81,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
466e58fe-d0db-426c-866f-a1f6f0e21460,10000000094,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,169,1195.08,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
db2171ba-f1a9-445b-b1eb-fc8600a5e0e2,10000000095,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,386,3035.92,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
085dc58c-dda7-40b7-94d7-1a680b6e0094,10000000096,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,448,1062.43,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
fbf2359b-883c-4f38-9f70-a5a4855ee353,10000000097,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,107,3874.08,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
3902cf58-e460-4bed-8ed0-4d249d761cdd,10000000098,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,343,3553.47,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
4252d5da-56b4-4f4c-a613-ffd902cc404d,10000000099,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,1,3474.13,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
af05a2b9-f88e-4e4b-ae75-c225294ab814,10000000100,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,231,1668.74,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
8075eb07-9e2a-429a-9d50-4c3fb057f478,10000000101,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,27,3822.72,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
bad7fbee-dad8-4173-b860-1044ef9b1077,10000000102,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,165,1664.18,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
6c6eccaf-0f49-47bf-a580-c7ce49892e6d,10000000103,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,220,3618.69,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
941d12a3-5e03-4c73-a7f5-a481f58313bc,10000000104,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,187,1589.13,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
cf7d27ef-113f-4287-9ac5-eeed4539fd8e,10000000105,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,396,1863.09,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
acdab76a-182c-4779-86d4-fa752aca587b,10000000106,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,327,1158.23,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
45b70d72-912e-480b-a5e2-908737717565,10000000107,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,144,3177.72,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
6504fc67-5170-47c2-9505-3b0272524dd2,10000000108,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,170,3162.14,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
b6f9ff3c-eace-458f-825e-edea59f17787,10000000109,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,103,2341.05,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
c0bee3e1-6415-4dd3-9f16-85dc1114e718,10000000110,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,307,739.15,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
479a8aab-4237-4015-baeb-19e7b73ec5a8,10000000111,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,471,952.56,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
b4823c09-3a3f-4a2a-8487-c94433eb645d,10000000112,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,156,1222.47,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
a01e6590-c985-4be2-a7a6-05595f0b2cd2,10000000113,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,18,4633.35,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
f8d5a903-6fb0-499f-af69-cec35e9e4dff,10000000114,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,418,4225.04,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
7a7b6bd5-e9c8-4f3a-872a-b7ff0e35a49b,10000000115,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,430,2803.75,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
511b5cb9-0576-406a-97e5-1504e3bb73a2,10000000116,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,359,4980.59,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
2b951eb5-3fdd-46f4-8eb3-a189bc46e7bc,10000000117,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,238,2316.56,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
be57a5d7-2797-4836-8dd6-651de5711638,10000000118,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,409,3413.78,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
bbb7a3ca-dca8-4d83-9c89-9767a05a4ea8,10000000119,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,190,1519.07,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
d1804734-0846-471d-9c82-3a4897ec0c2b,10000000120,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,345,2920.99,EA,e064de14-74b9-43c0-9102-ba53ab8cb63f
c4f40020-16c4-4725-b951-42ceb2923c8b,10000000121,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,351,590.18,EA,81977ccd-abcc-49ee-8b26-406689e6b195
56678443-56e0-41dd-8d3b-ad7c84664725,10000000122,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,427,2989.62,EA,81977ccd-abcc-49ee-8b26-406689e6b195
cf4ce6cc-89fa-4b94-97ff-19cd4fd28419,10000000123,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,478,562.99,EA,81977ccd-abcc-49ee-8b26-406689e6b195
4c749519-72cf-4a98-9882-7e81db76dd03,10000000124,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,244,4301.23,EA,81977ccd-abcc-49ee-8b26-406689e6b195
1253137b-5c7f-4447-a523-3aa7cbe7f87b,10000000125,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,116,1218.87,EA,81977ccd-abcc-49ee-8b26-406689e6b195
721387e0-b7d1-4d90-8b20-fbfbbe408f41,10000000126,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,421,4267.01,EA,81977ccd-abcc-49ee-8b26-406689e6b195
90c6a983-516e-4a03-a30d-002bc5699660,10000000127,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,12,1847.95,EA,81977ccd-abcc-49ee-8b26-406689e6b195
df0b71bf-0426-45d5-99c0-255b3996f4ce,10000000128,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,242,4137.83,EA,81977ccd-abcc-49ee-8b26-406689e6b195
